Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0186.a4.txt,1526,1245,541,346,2,0,5
0187.a4.txt,1383,1338,531,332,4,0,6
0188.a4.txt,1679,1020,612,464,6,0,2
0190.a4.txt,1329,1049,478,343,4,1,5
0192.a4.txt,1776,1195,444,359,2,0,2
0193.a4.txt,1462,1041,455,255,6,0,6
0194.a4.txt,1678,1183,576,394,7,0,3
0195.a4.txt,1600,1132,380,322,5,0,4
0196.a4.txt,1243,1204,583,420,5,0,2
0197.a4.txt,1393,1216,478,405,6,0,4
0198.a4.txt,1128,1148,428,360,4,0,5
0199.a4.txt,1643,954,733,411,8,0,3
0200.a4.txt,1476,1309,555,649,5,0,1
0202.a4.txt,1392,1467,367,194,2,0,2
0204.a4.txt,1480,1084,536,373,7,0,1
0205.a4.txt,1405,1066,533,468,11,0,3
0206.a4.txt,1150,1044,636,424,7,0,6
0208.a4.txt,1021,1397,511,574,7,0,4
0213.a4.txt,1732,1068,508,488,3,1,3
0214.a4.txt,1243,1309,550,605,7,0,6
0215.a4.txt,1728,949,587,314,11,0,4
0216.a4.txt,1447,1301,474,293,8,0,4
0218.a4.txt,1244,1172,622,214,5,1,1
0219.a4.txt,1229,1197,773,625,7,0,1
0222.a4.txt,1679,1220,605,428,3,0,3
0223.a4.txt,1367,1377,459,389,5,0,4
0224.a4.txt,1320,1126,669,369,8,0,5
0227.a4.txt,1744,1124,411,326,8,0,3
0234.a4.txt,1634,989,753,527,9,0,2
0235.a4.txt,1463,1166,657,297,5,0,4
0237.a4.txt,1495,1209,732,467,3,0,1
0238.a4.txt,1480,1309,474,313,5,0,1
1003.a4.txt,1897,1058,622,295,4,0,1
1005.a4.txt,1561,984,483,390,7,0,4
1006.a4.txt,1931,841,803,459,8,0,1
1008.a4.txt,1621,998,711,553,6,2,3
1009.a4.txt,1698,1054,566,377,7,0,2
1010.a4.txt,1692,818,747,469,11,0,3
1012.a4.txt,1733,956,777,359,8,0,1
1013.a4.txt,1406,1082,669,305,10,0,0
1014.a4.txt,1388,1276,571,388,7,0,1
1017.a4.txt,1526,1050,755,544,3,0,1
1018.a4.txt,1502,1209,641,430,8,0,2
1021.a4.txt,1644,1014,822,452,8,0,0
1022.a4.txt,1513,1175,553,484,7,0,2
1023.a4.txt,1688,821,839,474,12,1,2
1032.a4.txt,1161,1280,679,551,7,1,1
1034.a4.txt,1520,1124,675,578,9,0,2
1036.a4.txt,1549,1150,626,501,10,0,2
1043.a4.txt,1357,1052,767,482,8,0,1
1048.a4.txt,1434,1317,532,568,4,0,2
1049.a4.txt,1369,1297,809,498,7,0,1
1050.a4.txt,1544,1201,784,404,4,0,2
1052.a4.txt,1366,1129,614,465,9,0,1
1055.a4.txt,1472,1004,602,421,10,1,1
1057.a4.txt,1323,1195,512,410,7,0,2
1060.a4.txt,1665,932,1016,335,4,0,0
1061.a4.txt,1441,1166,559,370,4,0,3
1064.a4.txt,1568,1045,617,437,8,0,2
1065.a4.txt,1327,1190,714,400,9,0,1
1066.a4.txt,1714,963,751,294,5,0,2
1067.a4.txt,1446,992,604,431,5,2,0
1068.a4.txt,2134,959,671,240,2,0,5
1070.a4.txt,1239,1250,387,675,5,0,1
1072.a4.txt,1575,927,738,410,4,0,1
1074.a4.txt,1390,1045,745,454,7,0,1
1076.a4.txt,1553,1050,591,291,7,1,1
1077.a4.txt,1889,1001,910,580,8,0,4
1081.a4.txt,1564,1104,607,258,8,0,3
1088.a4.txt,1246,1246,443,330,6,0,1
1090.a4.txt,1491,1165,687,407,7,0,3
1094.a4.txt,1185,1185,571,593,8,1,1
1095.a4.txt,1528,1146,685,584,9,0,0
1098.a4.txt,1385,1099,560,486,9,0,1
1099.a4.txt,1459,1166,656,255,8,0,2
1100.a4.txt,1424,1110,618,429,6,0,2
1102.a4.txt,1406,1099,802,426,7,1,3
1103.a4.txt,1545,1040,566,494,9,0,2
1104.a4.txt,1629,983,685,338,9,0,2
1112.a4.txt,1449,1142,614,537,7,0,1
1121.a4.txt,1570,1092,569,542,7,0,2
2000.a4.txt,1781,952,642,445,6,0,2
2005.a4.txt,1627,1120,507,534,7,0,3
2007.a4.txt,1407,1113,476,445,7,1,3
2008.a4.txt,1305,1214,788,504,4,0,1
2011.a4.txt,1789,923,791,377,8,0,2
2012.a4.txt,1628,1022,664,291,10,0,1
2014.a4.txt,1360,1064,671,401,7,0,1
2015.a4.txt,1579,1042,602,494,10,1,3
2017.a4.txt,1665,1068,627,431,6,0,0
2018.a4.txt,1759,1029,741,442,10,0,1
2019.a4.txt,1536,1278,485,412,6,0,1
2020.a4.txt,1382,1249,553,389,5,0,1
2021.a4.txt,1422,1273,474,415,3,0,1
2022.a4.txt,1476,1232,501,359,9,0,2
2024.a4.txt,1342,1231,555,494,9,0,1
2028.a4.txt,1726,1125,668,346,14,1,3
2030.a4.txt,1397,1267,483,422,7,0,2
2031.a4.txt,1588,983,652,473,10,0,2
2032.a4.txt,1598,1017,520,413,8,0,1
2034.a4.txt,1457,1139,470,470,10,0,3
2035.a4.txt,1461,1149,380,448,3,0,1
2036.a4.txt,1171,1200,643,413,6,0,0
2038.a4.txt,1745,982,627,418,6,0,2
2039.a4.txt,1690,967,610,507,8,0,3
2040.a4.txt,1400,1270,440,350,7,0,2
2042.a4.txt,1463,1044,654,273,9,0,0
2044.a4.txt,1656,1095,708,307,7,1,1
2046.a4.txt,1408,1051,723,424,9,0,1
2048.a4.txt,1685,1036,734,332,8,0,3
2049.a4.txt,1882,898,560,302,9,0,5
2050.a4.txt,1440,1085,700,213,5,0,1
2055.a4.txt,1455,977,582,353,9,0,0
2056.a4.txt,1305,1230,676,573,7,0,0
2057.a4.txt,1677,1132,609,556,7,0,1
2058.a4.txt,1484,926,984,402,10,0,3
2059.a4.txt,1520,1004,614,390,7,0,3
2061.a4.txt,1317,1019,731,356,8,1,3
2062.a4.txt,1229,1220,610,416,7,0,1
2064.a4.txt,1426,1190,536,354,8,0,0
2065.a4.txt,1054,1185,569,410,11,0,2
2066.a4.txt,1683,1110,732,451,9,0,2
2067.a4.txt,1291,1102,577,430,9,0,1
2069.a4.txt,1384,1364,579,486,8,0,1
2071.a4.txt,1131,1154,612,448,8,0,0
2072.a4.txt,1699,1184,650,485,5,0,5
2074.a4.txt,1449,1268,601,372,6,0,2
2075.a4.txt,1419,1036,522,444,10,0,1
2076.a4.txt,1446,1178,594,455,4,0,1
3001.a4.txt,1494,1304,504,485,3,0,0
3003.a4.txt,1813,1121,717,329,5,0,0
3020.a4.txt,1424,1206,509,561,8,0,0
3026.a4.txt,1541,1199,625,400,4,0,0
3037.a4.txt,1447,1094,658,401,18,1,7
3042.a4.txt,1289,1350,558,599,6,0,0
3062.a4.txt,1732,961,772,489,6,0,4
3065.a4.txt,1390,1275,449,658,4,0,4
4023.a4.txt,1302,1138,617,559,8,1,0
4028.a4.txt,1454,1299,526,505,4,0,2
4030.a4.txt,1348,1367,449,562,7,0,0
4031.a4.txt,1274,1224,391,491,6,0,0
4034.a4.txt,1391,1380,613,542,5,0,1
4045.a4.txt,1520,1080,564,564,7,0,0
5009.a4.txt,1414,1020,697,322,5,0,1
