Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0234.a2.txt,2010,941,941,631,2,0,2
0235.a2.txt,2261,1242,907,484,0,0,1
0236.a2.txt,1527,1122,835,501,0,0,0
0237.a2.txt,1937,737,628,368,3,0,4
0238.a2.txt,1838,1275,575,500,0,0,0
1002.a2.txt,1742,1315,628,403,0,0,2
1003.a2.txt,1769,1066,824,385,3,0,1
1005.a2.txt,1673,976,985,567,4,0,1
1006.a2.txt,1665,1055,709,445,1,0,2
1007.a2.txt,1981,1250,590,401,0,0,3
1008.a2.txt,1828,1150,678,508,0,0,1
1009.a2.txt,2002,1183,691,316,0,2,0
1010.a2.txt,1990,990,942,466,0,1,2
1012.a2.txt,1947,1132,954,445,0,0,1
1013.a2.txt,1695,1106,817,577,0,0,1
1014.a2.txt,1861,1284,822,411,1,0,0
1016.a2.txt,1658,1350,628,508,0,0,1
1017.a2.txt,1793,888,957,500,3,2,6
1018.a2.txt,2046,1094,952,372,0,0,0
1019.a2.txt,2282,719,1100,339,1,1,1
1020.a2.txt,1719,1252,452,531,0,0,3
1021.a2.txt,1730,1072,743,365,2,0,1
1022.a2.txt,2221,1297,540,396,0,1,0
1023.a2.txt,1842,1017,766,778,2,0,0
1026.a2.txt,1486,1393,608,285,0,0,1
1029.a2.txt,2132,943,749,413,0,0,2
1031.a2.txt,2143,1000,696,321,0,0,2
1032.a2.txt,1384,1239,421,626,2,0,0
1034.a2.txt,1396,1030,812,458,0,0,1
1036.a2.txt,1679,1264,491,566,0,1,1
1039.a2.txt,861,1722,472,743,0,0,2
1041.a2.txt,1681,1389,633,475,2,0,3
1043.a2.txt,1370,1248,521,570,0,0,1
1044.a2.txt,1499,866,810,680,3,1,2
1048.a2.txt,2066,1132,698,443,0,0,1
1049.a2.txt,2451,1043,900,443,0,0,1
1050.a2.txt,1899,921,944,518,1,0,0
1055.a2.txt,1606,1321,842,415,0,0,1
1056.a2.txt,1832,1159,673,580,5,0,2
1057.a2.txt,1237,1190,688,432,1,0,0
1058.a2.txt,2211,1230,835,659,0,0,4
1060.a2.txt,1380,933,758,622,7,1,3
1061.a2.txt,1497,1327,737,578,0,0,0
1062.a2.txt,2063,1032,726,442,0,0,1
1064.a2.txt,1888,1062,700,700,0,0,3
1065.a2.txt,1670,1116,762,735,1,0,0
1067.a2.txt,2335,1267,1031,460,0,0,2
1068.a2.txt,1558,1039,906,338,0,1,10
1069.a2.txt,1975,823,741,514,3,0,6
1070.a2.txt,1872,1137,628,545,0,1,1
1072.a2.txt,2091,879,848,374,0,1,4
1074.a2.txt,1959,1093,887,505,0,0,0
1077.a2.txt,1819,1056,776,573,4,0,5
1078.a2.txt,1180,1247,716,557,0,0,2
1081.a2.txt,1658,1043,709,396,2,0,6
1088.a2.txt,1898,1125,943,455,0,0,0
1090.a2.txt,1967,1219,615,512,0,0,2
1092.a2.txt,1444,1214,558,692,1,0,2
1094.a2.txt,1597,1275,679,632,0,0,0
1095.a2.txt,1846,1406,599,403,0,0,0
1097.a2.txt,2079,1082,745,445,1,0,2
1098.a2.txt,1715,1310,682,383,4,0,2
1099.a2.txt,2057,1097,519,480,3,0,0
1100.a2.txt,1855,1375,713,584,1,1,1
1102.a2.txt,1826,1164,708,457,0,2,0
1103.a2.txt,1838,1173,665,617,0,0,0
1104.a2.txt,1978,1106,835,418,1,0,0
1105.a2.txt,1866,1094,588,541,0,0,0
1106.a2.txt,1976,901,793,554,3,1,7
1109.a2.txt,1928,1223,1050,317,0,0,0
1112.a2.txt,1555,1242,821,616,1,0,1
1121.a2.txt,1575,1036,809,518,3,0,1
2000.a2.txt,1970,1212,964,275,5,0,2
2005.a2.txt,2055,1191,721,470,1,0,2
2007.a2.txt,1808,1024,904,447,5,0,5
2009.a2.txt,1926,1036,903,345,0,0,1
2011.a2.txt,2347,794,866,554,0,0,2
2012.a2.txt,1784,1131,729,628,0,0,1
2013.a2.txt,2082,872,811,605,0,0,1
2014.a2.txt,1956,1115,823,530,0,1,3
2015.a2.txt,1951,767,611,299,2,0,0
2016.a2.txt,2107,1226,744,523,0,0,3
2017.a2.txt,1937,1162,847,581,0,0,0
2018.a2.txt,2376,1076,1040,437,2,0,1
2019.a2.txt,1529,1483,795,336,2,0,0
2020.a2.txt,2433,758,1201,332,0,0,2
2021.a2.txt,1801,1031,948,687,0,0,0
2022.a2.txt,1423,737,867,349,2,0,18
2023.a2.txt,1562,1200,750,412,0,1,3
2024.a2.txt,1698,1270,981,491,0,0,1
2026.a2.txt,1739,1093,623,435,0,0,2
2027.a2.txt,1861,1000,875,403,1,0,0
2030.a2.txt,1496,1520,475,618,0,0,0
2031.a2.txt,1851,1074,983,640,0,0,1
2032.a2.txt,2049,1221,974,538,0,0,0
2034.a2.txt,2046,914,834,663,2,0,1
2035.a2.txt,1676,1251,785,541,1,0,0
2036.a2.txt,1661,1260,793,510,0,0,0
2038.a2.txt,2065,954,1033,471,1,0,2
2039.a2.txt,1993,1110,827,600,0,1,0
2040.a2.txt,1937,1110,725,408,6,0,2
2041.a2.txt,1695,861,861,305,0,1,5
2042.a2.txt,1822,1080,756,553,0,0,0
2044.a2.txt,1357,1143,726,321,3,1,2
2045.a2.txt,1804,1041,990,454,1,1,3
2046.a2.txt,2378,1065,1200,294,0,0,1
2047.a2.txt,2120,988,1229,361,0,0,2
2048.a2.txt,1789,989,700,522,0,0,2
2049.a2.txt,1635,1080,554,650,0,1,2
2050.a2.txt,2322,1003,939,381,0,0,2
2055.a2.txt,1899,1177,620,354,0,0,1
2056.a2.txt,1382,1176,917,643,0,0,0
2057.a2.txt,1793,1141,726,593,0,1,0
2058.a2.txt,2082,994,772,538,1,0,2
2059.a2.txt,2272,1160,975,469,0,0,3
2060.a2.txt,1626,1255,670,613,0,0,1
2061.a2.txt,2110,968,874,591,0,0,0
2062.a2.txt,1649,1219,693,669,1,0,0
2063.a2.txt,1641,1166,951,660,0,0,0
2064.a2.txt,2107,1060,589,537,0,0,1
2065.a2.txt,1861,1076,1051,570,0,0,1
2066.a2.txt,2069,1106,776,546,0,0,0
2067.a2.txt,1358,1345,876,381,0,0,0
2068.a2.txt,1950,1162,612,712,1,0,0
2069.a2.txt,1761,1119,730,553,0,0,0
2070.a2.txt,1563,1105,740,423,1,1,2
2071.a2.txt,1486,1574,579,441,0,0,0
2072.a2.txt,1939,1148,501,594,0,0,0
2074.a2.txt,2026,948,936,509,2,1,7
2075.a2.txt,2036,912,993,517,1,0,1
3001.a2.txt,1186,1317,549,494,0,0,3
3002.a2.txt,1656,1298,821,490,0,0,0
3003.a2.txt,2062,956,1095,414,0,0,2
3012.a2.txt,1487,1145,618,539,0,0,1
3013.a2.txt,1568,1357,725,303,0,0,2
3018.a2.txt,2000,1193,1050,619,1,0,2
3020.a2.txt,2085,895,742,330,2,1,0
3023.a2.txt,1704,1306,659,460,0,0,0
3026.a2.txt,2248,1113,635,458,0,0,1
3028.a2.txt,2263,796,823,439,1,0,3
3033.a2.txt,1904,1276,628,449,2,0,1
3035.a2.txt,1707,1189,716,385,0,0,4
3036.a2.txt,2298,1169,699,376,0,0,0
3037.a2.txt,2192,894,955,453,2,0,1
3040.a2.txt,1591,1310,575,551,0,0,1
3041.a2.txt,2237,1101,639,272,1,1,2
3042.a2.txt,1794,1213,903,723,0,0,0
3044.a2.txt,1439,1051,788,451,0,1,6
3045.a2.txt,1873,1095,931,430,0,0,1
3062.a2.txt,1692,1217,542,420,0,0,0
3063.a2.txt,1705,997,886,532,1,1,3
3064.a2.txt,1942,1068,825,400,0,0,0
3065.a2.txt,2323,1168,992,530,1,0,0
3067.a2.txt,1938,1124,749,362,1,1,0
3068.a2.txt,1797,1076,697,513,0,1,1
3072.a2.txt,1854,982,817,607,1,0,0
4001.a2.txt,1731,1335,705,494,0,0,0
4002.a2.txt,2175,1128,633,368,0,0,0
4003.a2.txt,1844,1370,551,435,0,0,0
4004.a2.txt,2222,1124,702,421,0,0,0
4005.a2.txt,2203,969,1007,399,0,0,1
4006.a2.txt,2087,1005,941,394,0,0,1
4008.a2.txt,1571,1159,667,794,0,0,0
4009.a2.txt,1707,1222,506,379,0,0,0
4010.a2.txt,2013,1088,1025,500,0,0,0
4011.a2.txt,2091,1318,586,439,1,0,2
4012.a2.txt,2002,1204,823,418,0,0,1
4013.a2.txt,2035,1138,825,418,2,0,0
4014.a2.txt,2127,908,821,498,1,0,4
4015.a2.txt,2189,993,801,407,0,0,2
4016.a2.txt,1558,1409,668,371,0,0,0
4017.a2.txt,1939,896,896,706,2,0,1
4018.a2.txt,1744,1183,610,488,0,0,1
4019.a2.txt,1580,1503,803,548,0,0,0
4020.a2.txt,1618,974,763,487,4,0,3
4021.a2.txt,1618,1241,560,511,0,0,1
4022.a2.txt,1957,1296,580,432,0,0,0
4023.a2.txt,1512,1446,544,491,0,0,0
4024.a2.txt,1786,988,857,607,0,0,0
4025.a2.txt,1829,1128,743,715,0,0,0
4026.a2.txt,2147,969,883,466,4,1,1
4027.a2.txt,2051,915,933,440,0,0,1
4028.a2.txt,1888,1288,712,575,1,0,1
4029.a2.txt,1958,1245,559,420,1,0,2
4030.a2.txt,1913,981,617,751,1,0,0
4032.a2.txt,2042,1016,974,545,0,1,1
4033.a2.txt,1274,1364,631,598,0,0,0
4035.a2.txt,2102,1223,701,659,0,0,2
4036.a2.txt,1638,1183,845,936,1,0,1
4037.a2.txt,2272,1041,609,254,0,0,0
4039.a2.txt,1512,1179,615,415,2,0,0
4040.a2.txt,1694,1083,522,446,1,0,0
4041.a2.txt,1743,1464,648,413,0,0,0
4042.a2.txt,2016,1165,602,288,0,0,0
4043.a2.txt,1321,1258,877,750,0,0,0
4044.a2.txt,1880,1343,695,490,3,0,1
4045.a2.txt,1576,973,742,684,0,0,2
4048.a2.txt,2146,894,920,524,1,0,0
5001.a2.txt,1883,748,801,574,5,0,1
5002.a2.txt,1495,1251,653,509,0,1,1
5003.a2.txt,1867,1053,1013,640,0,0,1
5004.a2.txt,1486,1239,469,404,1,0,2
5005.a2.txt,1732,1115,617,451,0,0,0
5006.a2.txt,2116,1043,1319,333,0,0,3
5007.a2.txt,2069,1034,813,246,1,0,0
5008.a2.txt,2192,1083,961,460,0,0,0
5010.a2.txt,1575,927,788,688,2,2,6
5011.a2.txt,1652,1042,826,673,3,1,1
5012.a2.txt,2454,1176,879,583,0,0,2
5013.a2.txt,1623,1113,742,526,5,1,1
5014.a2.txt,1726,1266,537,409,0,0,0
5016.a2.txt,1725,1243,614,190,0,0,0
5017.a2.txt,1796,1092,974,610,2,0,0
5018.a2.txt,1742,1110,835,621,0,0,0
5020.a2.txt,1771,1088,865,474,0,0,0
5021.a2.txt,1835,1158,619,459,0,0,0
5022.a2.txt,1872,916,995,550,0,0,0
5023.a2.txt,1599,1206,659,687,0,0,0
5024.a2.txt,1523,876,687,620,2,1,5
5025.a2.txt,1874,1053,657,684,4,0,0
5026.a2.txt,1693,1032,828,612,0,1,7
5027.a2.txt,1418,1121,696,477,0,0,0
5028.a2.txt,1423,936,612,599,0,1,4
5029.a2.txt,1915,1234,681,476,1,0,1
5030.a2.txt,1877,971,853,538,2,0,0
5031.a2.txt,2296,995,713,658,0,0,0
5032.a2.txt,2129,1058,857,576,0,1,0
5033.a2.txt,1544,1320,585,461,0,0,1
5034.a2.txt,1804,1276,851,490,1,0,1
5035.a2.txt,1965,1203,869,722,0,0,1
5036.a2.txt,2114,1044,885,291,0,0,0
5037.a2.txt,1924,986,777,530,0,0,0
5038.a2.txt,1990,1046,944,548,1,0,0
5039.a2.txt,1818,948,819,423,1,1,5
5040.a2.txt,2075,1211,631,554,0,0,2
5041.a2.txt,1836,1288,726,425,0,0,0
5042.a2.txt,2274,1150,766,334,0,0,0
5043.a2.txt,1888,1380,651,716,0,0,0
5044.a2.txt,2702,1188,614,418,0,0,0
5045.a2.txt,1978,983,837,425,1,9,4
5046.a2.txt,1798,1292,839,599,0,0,0
5047.a2.txt,2026,1234,664,536,0,0,0
5048.a2.txt,1585,1293,573,561,0,0,0
5049.a2.txt,1836,1168,668,695,0,2,1
