Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
1061.a5.txt,1457,1072,586,235,15,2,3
1062.a5.txt,1488,869,772,451,7,2,6
1064.a5.txt,2183,1237,606,582,2,0,2
1065.a5.txt,1817,966,727,388,10,3,4
1067.a5.txt,1746,1065,639,341,8,4,4
1068.a5.txt,1964,1309,727,509,2,2,1
1070.a5.txt,1355,1191,700,327,11,2,2
1072.a5.txt,1390,1056,543,461,5,3,8
1074.a5.txt,1906,1070,845,531,3,1,1
1081.a5.txt,2038,1071,900,417,2,0,4
1088.a5.txt,1358,1116,856,320,7,0,0
1094.a5.txt,1482,1348,548,252,9,1,2
1095.a5.txt,1487,1041,814,420,7,1,1
1099.a5.txt,1540,1110,611,336,11,1,0
1100.a5.txt,1587,1118,572,324,4,1,4
1102.a5.txt,2066,1006,692,314,3,1,2
1104.a5.txt,1669,990,579,445,9,5,6
1112.a5.txt,1994,1088,1020,521,6,0,1
1121.a5.txt,1509,1062,674,505,4,2,2
2005.a5.txt,1922,1120,619,337,4,1,4
2007.a5.txt,1534,873,705,560,7,3,2
2012.a5.txt,2038,830,717,370,5,2,4
2014.a5.txt,2201,1019,832,459,5,0,3
2015.a5.txt,1846,946,764,333,4,2,5
2019.a5.txt,1804,1164,667,364,9,5,2
2020.a5.txt,2007,911,815,254,4,1,2
2021.a5.txt,1753,961,945,344,3,1,5
2026.a5.txt,1791,840,737,438,4,5,1
2028.a5.txt,2038,913,734,439,13,1,1
2032.a5.txt,1688,903,987,338,4,1,3
2034.a5.txt,1715,884,610,373,6,2,12
2035.a5.txt,1802,889,663,468,3,0,0
2036.a5.txt,1817,1126,621,443,4,0,2
2039.a5.txt,1277,987,737,423,12,2,3
2040.a5.txt,2002,975,847,334,11,0,7
2045.a5.txt,1915,1034,737,324,6,2,2
2048.a5.txt,1479,766,1036,323,14,1,5
2049.a5.txt,2249,1130,1098,338,5,1,0
2050.a5.txt,1669,872,683,461,7,3,9
2058.a5.txt,1436,937,622,346,8,1,5
2066.a5.txt,2135,1148,844,275,5,2,0
2071.a5.txt,2284,1061,892,401,2,0,1
2075.a5.txt,1990,815,623,416,10,1,3
